127.0.0.1 - - [29/Mar/2024:09:29:30 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:55:50 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:55:51 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:55:51 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:55:53 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 692
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:56:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:56:36 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 679
0:0:0:0:0:0:0:1 - - [29/Mar/2024:16:57:01 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 677
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:02:07 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:06:42 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:06:42 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 200 81637
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:01 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 382
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:01 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:05 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:05 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:05 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:08 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:09 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:19 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:19 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:24 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 381
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:25 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:40 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 382
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:40 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:08:41 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:09:16 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s03_text.html HTTP/1.1" 200 1560
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:10:33 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:10:33 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:15 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:15 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:28 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:29 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:31 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:37 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:56 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:56 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:56 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:11:57 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:13 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:13 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:14 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:14 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:14 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:15 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:16 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:16 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:18 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:19 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:21 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:22 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:23 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:36 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:37 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:38 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:38 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:38 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:38 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:12:50 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:13:53 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 435
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:13:53 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 414
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:28 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:29 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:31 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:31 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:32 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:32 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:32 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:41 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 414
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:41 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:48 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:48 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:48 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:49 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:49 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:14:49 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:06 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 405
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:07 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:07 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:09 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:10 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:11 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:13 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:13 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:15:27 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:16:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:16:00 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:16:01 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:16:05 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:16:05 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:24:31 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1264
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:24:31 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:24:33 +0900] "GET /ch02_HTML/ch01_HTMLBasic/%EC%A4%84%EA%B1%B0%EB%A6%AC HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:25:15 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1268
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:27:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1335
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:27:00 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:28:25 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1344
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:28:25 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:28:38 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1338
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:16 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:16 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:30:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:31:55 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1355
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:31:56 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:31:56 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:31:56 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:03 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:03 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:33 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:57 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:57 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:57 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:59 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:59 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:32:59 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:33:00 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:33:01 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:33:03 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1397
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:33:21 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1376
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:34:07 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1457
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:34:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:34:20 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:34:21 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:34:24 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:35:53 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1606
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:35:53 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:19 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:19 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:19 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:22 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:22 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:54 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1606
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:36:58 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:37:24 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s10_table.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:37:40 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1668
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:40:14 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1702
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:40:14 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:41:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1726
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:42:14 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1759
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:43:27 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:44:04 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 2009
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:44:04 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:44:15 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:45:17 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:48:30 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 2637
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:48:30 +0900] "GET /ch02_HTML//files/song.webm HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:48:30 +0900] "GET /ch02_HTML/files/parasite.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:48:32 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:48:32 +0900] "GET /ch02_HTML//files/song.webm HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:50:53 +0900] "GET /ch02_HTML/ch01_HTMLBasic/s14_poster.html HTTP/1.1" 200 2750
0:0:0:0:0:0:0:1 - - [29/Mar/2024:17:50:53 +0900] "GET /ch02_HTML//files/song.webm HTTP/1.1" 404 845
